loanamount,totaldue,interest,termyears,rateofinterest,referredbysomeone,prevloan_loannumber_count,prevloan_loannumber_mean,prevloan_loannumber_max,prevloan_loannumber_min,prevloan_loannumber_sum,prevloan_loanamount_count,prevloan_loanamount_mean,prevloan_loanamount_max,prevloan_loanamount_min,prevloan_loanamount_sum,prevloan_totaldue_count,prevloan_totaldue_mean,prevloan_totaldue_max,prevloan_totaldue_min,prevloan_totaldue_sum,prevloan_interest_count,prevloan_interest_mean,prevloan_interest_max,prevloan_interest_min,prevloan_interest_sum,prevloan_termyears_count,prevloan_termyears_mean,prevloan_termyears_max,prevloan_termyears_min,prevloan_termyears_sum,prevloan_rateofinterest_count,prevloan_rateofinterest_mean,prevloan_rateofinterest_max,prevloan_rateofinterest_min,prevloan_rateofinterest_sum,prevloan_referredbysomeone_count,prevloan_referredbysomeone_sum,prevloan_diff_due_and_repay_count,prevloan_diff_due_and_repay_mean,prevloan_diff_due_and_repay_max,prevloan_diff_due_and_repay_min,prevloan_diff_due_and_repay_sum,prevloan_diff_closed_and_due_count,prevloan_diff_closed_and_due_mean,prevloan_diff_closed_and_due_max,prevloan_diff_closed_and_due_min,prevloan_diff_closed_and_due_sum,prevloan_due_dayofweek_count,prevloan_due_dayofweek_mean,prevloan_due_dayofweek_max,prevloan_due_dayofweek_min,prevloan_due_dayofweek_sum,prevloan_due_month_count,prevloan_due_month_mean,prevloan_due_month_max,prevloan_due_month_min,prevloan_due_month_sum,prevloan_repaid_dayofweek_count,prevloan_repaid_dayofweek_mean,prevloan_repaid_dayofweek_max,prevloan_repaid_dayofweek_min,prevloan_repaid_dayofweek_sum,prevloan_repaid_month_count,prevloan_repaid_month_mean,prevloan_repaid_month_max,prevloan_repaid_month_min,prevloan_repaid_month_sum,prevloan_is_month_start_repaid_count,prevloan_is_month_start_repaid_mean,prevloan_is_month_start_repaid_sum,prevloan_is_month_end_repaid_count,prevloan_is_month_end_repaid_mean,prevloan_is_month_end_repaid_sum,prevloan_is_month_start_duedate_count,prevloan_is_month_start_duedate_mean,prevloan_is_month_start_duedate_sum,prevloan_is_month_end_duedate_count,prevloan_is_month_end_duedate_mean,prevloan_is_month_end_duedate_sum,longitude_gps,latitude_gps,customers_age,prevloan_referredbysomeone_mean_False,prevloan_referredbysomeone_mean_True,prevloan_referredbysomeone_max_False,prevloan_referredbysomeone_max_True,prevloan_referredbysomeone_min_False,prevloan_referredbysomeone_min_True,prevloan_is_month_start_repaid_max_False,prevloan_is_month_start_repaid_max_True,prevloan_is_month_start_repaid_min_False,prevloan_is_month_start_repaid_min_True,prevloan_is_month_end_repaid_max_False,prevloan_is_month_end_repaid_max_True,prevloan_is_month_end_repaid_min_False,prevloan_is_month_end_repaid_min_True,prevloan_is_month_start_duedate_max_False,prevloan_is_month_start_duedate_max_True,prevloan_is_month_start_duedate_min_False,prevloan_is_month_start_duedate_min_True,prevloan_is_month_end_duedate_max_False,prevloan_is_month_end_duedate_max_True,prevloan_is_month_end_duedate_min_False,prevloan_is_month_end_duedate_min_True,bank_account_type_Current,bank_account_type_Other,bank_account_type_Savings,bank_name_clients_Access Bank,bank_name_clients_Diamond Bank,bank_name_clients_EcoBank,bank_name_clients_FCMB,bank_name_clients_Fidelity Bank,bank_name_clients_First Bank,bank_name_clients_GT Bank,bank_name_clients_Heritage Bank,bank_name_clients_Skye Bank,bank_name_clients_Stanbic IBTC,bank_name_clients_Sterling Bank,bank_name_clients_UBA,bank_name_clients_Union Bank,bank_name_clients_Unity Bank,bank_name_clients_Wema Bank,bank_name_clients_Zenith Bank,employment_status_clients_Permanent,employment_status_clients_Retired,employment_status_clients_Self-Employed,employment_status_clients_Student,employment_status_clients_Unemployed,target
10000.0,13000.0,3000.0,0.0821917808219178,3.6500000000000004,False,1.0,1.0,1.0,1.0,1.0,1.0,10000.0,10000.0,10000.0,10000.0,1.0,11500.0,11500.0,11500.0,11500.0,1.0,1500.0,1500.0,1500.0,1500.0,1.0,0.0410958904109589,0.0410958904109589,0.0410958904109589,0.0410958904109589,1.0,3.6500000000000004,3.6500000000000004,3.6500000000000004,3.6500000000000004,1.0,0.0,1.0,84540.0,84540.0,84540.0,84540.0,1.0,85149.0,85149.0,85149.0,85149.0,1.0,2.0,2.0,2.0,2.0,1.0,7.0,7.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,7.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.1233193,4.883499700000001,35.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10000.0,13000.0,3000.0,0.0821917808219178,3.6500000000000004,False,2.0,1.5,2.0,1.0,3.0,2.0,10000.0,10000.0,10000.0,20000.0,2.0,12250.0,13000.0,11500.0,24500.0,2.0,2250.0,3000.0,1500.0,4500.0,2.0,0.06164383561643835,0.0821917808219178,0.0410958904109589,0.1232876712328767,2.0,3.6500000000000004,3.6500000000000004,3.6500000000000004,7.300000000000001,2.0,0.0,2.0,42894.5,54849.0,30940.0,85789.0,2.0,43653.5,55758.0,31549.0,87307.0,2.0,3.5,4.0,3.0,7.0,2.0,5.5,6.0,5.0,11.0,2.0,3.5,4.0,3.0,7.0,2.0,5.5,6.0,5.0,11.0,2.0,0.0,0.0,2.0,0.5,1.0,2.0,0.0,0.0,2.0,0.0,0.0,3.8210848,7.3326277,30.0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10000.0,11500.0,1500.0,0.0410958904109589,3.6500000000000004,False,1.0,1.0,1.0,1.0,1.0,1.0,10000.0,10000.0,10000.0,10000.0,1.0,13000.0,13000.0,13000.0,13000.0,1.0,3000.0,3000.0,3000.0,3000.0,1.0,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.0821917808219178,1.0,3.6500000000000004,3.6500000000000004,3.6500000000000004,3.6500000000000004,1.0,0.0,1.0,25054.0,25054.0,25054.0,25054.0,1.0,25664.0,25664.0,25664.0,25664.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,7.0,7.0,1.0,4.0,4.0,4.0,4.0,1.0,7.0,7.0,7.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.1727935,6.6832652999999995,53.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40000.0,44000.0,4000.0,0.0821917808219178,1.2166666666666668,False,10.0,5.5,10.0,1.0,55.0,10.0,24000.0,40000.0,10000.0,240000.0,10.0,27720.0,44000.0,13000.0,277200.0,10.0,3720.0,4500.0,1900.0,37200.0,10.0,0.0780821917808219,0.0821917808219178,0.0410958904109589,0.7808219178082191,10.0,2.2630000000000003,3.6500000000000004,1.2166666666666668,22.630000000000003,10.0,0.0,10.0,50062.4,60696.0,33871.0,500624.0,10.0,50911.9,61605.0,34780.0,509119.0,10.0,1.9,4.0,0.0,19.0,10.0,5.2,12.0,1.0,52.0,10.0,2.5,5.0,0.0,25.0,10.0,5.1,12.0,1.0,51.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.1,1.0,3.3022556000000005,6.636864999999999,41.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
40000.0,44000.0,4000.0,0.0821917808219178,1.2166666666666668,False,12.0,6.5,12.0,1.0,78.0,12.0,21666.666666666668,40000.0,10000.0,260000.0,12.0,24575.0,44000.0,11500.0,294900.0,12.0,2908.3333333333335,4500.0,1500.0,34900.0,12.0,0.061643835616438346,0.0821917808219178,0.0410958904109589,0.7397260273972601,12.0,2.494166666666667,3.6500000000000004,1.2166666666666668,29.930000000000007,12.0,0.0,12.0,22202.166666666668,58247.0,1292.0,266426.0,12.0,23430.166666666668,59157.0,2807.0,281162.0,12.0,1.4166666666666667,4.0,0.0,17.0,12.0,5.5,12.0,1.0,66.0,12.0,1.9166666666666667,5.0,0.0,23.0,12.0,5.5,12.0,1.0,66.0,12.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,3.3526542999999998,6.456208999999999,39.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10000.0,13000.0,3000.0,0.0821917808219178,3.6500000000000004,False,2.0,1.5,2.0,1.0,3.0,2.0,10000.0,10000.0,10000.0,20000.0,2.0,13000.0,13000.0,13000.0,26000.0,2.0,3000.0,3000.0,3000.0,6000.0,2.0,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.1643835616438356,2.0,3.6500000000000004,3.6500000000000004,3.6500000000000004,7.300000000000001,2.0,0.0,2.0,24301.5,31644.0,16959.0,48603.0,2.0,26428.5,32254.0,20603.0,52857.0,2.0,2.0,2.0,2.0,4.0,2.0,6.5,7.0,6.0,13.0,2.0,1.0,2.0,0.0,2.0,2.0,6.5,7.0,6.0,13.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,3.7003699999999995,7.3943183,34.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10000.0,11500.0,1500.0,0.0410958904109589,3.6500000000000004,False,2.0,1.5,2.0,1.0,3.0,2.0,10000.0,10000.0,10000.0,20000.0,2.0,12250.0,13000.0,11500.0,24500.0,2.0,2250.0,3000.0,1500.0,4500.0,2.0,0.06164383561643835,0.0821917808219178,0.0410958904109589,0.1232876712328767,2.0,3.6500000000000004,3.6500000000000004,3.6500000000000004,7.300000000000001,2.0,0.0,2.0,35531.0,69027.0,2035.0,71062.0,2.0,37530.5,69635.0,5426.0,75061.0,2.0,2.5,4.0,1.0,5.0,2.0,5.5,6.0,5.0,11.0,2.0,2.0,4.0,0.0,4.0,2.0,5.5,6.0,5.0,11.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,3.3718017999999996,6.5169394,37.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
10000.0,11500.0,1500.0,0.0410958904109589,3.6500000000000004,True,1.0,1.0,1.0,1.0,1.0,1.0,10000.0,10000.0,10000.0,10000.0,1.0,11500.0,11500.0,11500.0,11500.0,1.0,1500.0,1500.0,1500.0,1500.0,1.0,0.0410958904109589,0.0410958904109589,0.0410958904109589,0.0410958904109589,1.0,3.6500000000000004,3.6500000000000004,3.6500000000000004,3.6500000000000004,1.0,1.0,1.0,56035.0,56035.0,56035.0,56035.0,1.0,56945.0,56945.0,56945.0,56945.0,1.0,4.0,4.0,4.0,4.0,1.0,5.0,5.0,5.0,5.0,1.0,3.0,3.0,3.0,3.0,1.0,5.0,5.0,5.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.3661119,6.597594900000001,36.0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000.0,44000.0,4000.0,0.0821917808219178,1.2166666666666668,False,14.0,7.5,14.0,1.0,105.0,14.0,26428.571428571428,40000.0,10000.0,370000.0,14.0,29717.85714285714,44800.0,11500.0,416050.0,14.0,3289.285714285714,4800.0,1500.0,46050.0,14.0,0.06457925636007826,0.0821917808219178,0.0410958904109589,0.9041095890410957,14.0,2.2189682539682543,3.6500000000000004,1.2166666666666668,31.065555555555562,14.0,0.0,14.0,40910.92857142857,69452.0,1439.0,572753.0,14.0,37797.78571428572,70362.0,530.0,529169.0,14.0,2.142857142857143,4.0,0.0,30.0,14.0,6.928571428571429,12.0,1.0,97.0,14.0,1.9285714285714286,6.0,0.0,27.0,14.0,6.857142857142857,12.0,1.0,96.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,3.4296002999999997,6.4530244,42.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
30000.0,34500.0,4500.0,0.0821917808219178,1.825,False,9.0,5.0,9.0,1.0,45.0,9.0,20000.0,30000.0,10000.0,180000.0,9.0,22611.11111111111,34500.0,11500.0,203500.0,9.0,2611.1111111111113,4500.0,1500.0,23500.0,9.0,0.0547945205479452,0.0821917808219178,0.0410958904109589,0.4931506849315068,9.0,2.5865432098765435,3.6500000000000004,1.7844444444444445,23.278888888888893,9.0,0.0,9.0,61575.77777777778,80586.0,37946.0,554182.0,9.0,62419.22222222222,81194.0,38855.0,561773.0,9.0,2.5555555555555554,4.0,0.0,23.0,9.0,3.2222222222222223,6.0,1.0,29.0,9.0,2.7777777777777777,4.0,2.0,25.0,9.0,3.111111111111111,6.0,1.0,28.0,9.0,0.0,0.0,9.0,0.2222222222222222,2.0,9.0,0.0,0.0,9.0,0.1111111111111111,1.0,7.887637599999999,8.8351164,32.0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
